Status,Ticket ID,Priority,Support Channel,Issue Category,Agent Name,Created DateTime,SLA Resolve Due,SLA First Response Due,Resolution DateTime,First Response DateTime,Interaction Count,CSAT Score,Product Segment,Support Tier,Country,Resolution Hours,First Response Minutes,Single Touch Flag,Res SLA Breach,FR SLA Breach,Agent Joining Date,Experience Level,,
Closed,TKT-1131,Low,Email,Product setup,Sheela Cutten,2023-01-16 20:38:34,2023-01-18 20:38:34,2023-01-16 21:38:34,2023-01-16 22:40:39,2023-01-16 21:35:39,1,5,Ready to use Software,Tier 1,Czech Republic,2.03,57,1,0,0,2019-07-10,Senior,,
Closed,TKT-1132,Low,Email,Pricing and licensing,Sheela Cutten,2023-01-16 15:44:20,2023-01-18 15:44:20,2023-01-16 16:44:20,2023-01-17 12:05:13,2023-01-16 16:39:29,9,3,Training and Consulting Services,Tier 1,Austria,20.35,55,0,0,0,2019-07-10,Senior,,
Resolved,TKT-1133,High,Chat,Product setup,Bernard Beckley,2023-01-16 19:19:41,2023-01-17 19:19:41,2023-01-16 19:21:41,2023-01-17 12:08:15,2023-01-16 19:19:49,3,,Ready to use Software,Tier 1,Bulgaria,16.81,0,0,0,0,2019-11-20,Senior,,
Closed,TKT-1134,Low,Chat,Product setup,Sheela Cutten,2023-01-16 12:50:35,2023-01-17 12:50:35,2023-01-16 12:52:35,2023-01-16 17:37:43,2023-01-16 12:51:00,60,5,Custom software development,Tier 1,Spain,4.79,0,0,0,0,2019-07-10,Senior,,
Resolved,TKT-1135,Low,Phone,Bug report,Adolpho Messingham,2023-01-16 14:37:40,2023-01-18 14:37:40,2023-01-16 14:39:40,2023-01-16 19:04:14,2023-01-16 14:40:47,1,,Training and Consulting Services,Tier 2,Poland,4.44,3,1,0,1,2020-05-15,Mid-Level,,
Resolved,TKT-1136,Low,Email,Bug report,Sheela Cutten,2023-01-16 15:35:28,2023-01-18 15:35:28,2023-01-16 16:35:28,2023-01-17 11:41:22,2023-01-16 16:08:02,10,,Ready to use Software,Tier 1,Germany,20.1,33,0,0,0,2019-07-10,Senior,,
Resolved,TKT-1137,Low,Email,Feature request,Kristos Westoll,2023-01-16 07:57:01,2023-01-18 07:57:01,2023-01-16 08:57:01,2023-01-18 02:08:32,2023-01-16 08:11:48,1,,Ready to use Software,Tier 1,Italy,42.19,15,1,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-1138,Low,Email,Product setup,Heather Urry,2023-01-17 01:30:29,2023-01-19 01:30:29,2023-01-17 02:30:29,2023-01-18 08:04:50,2023-01-17 08:53:20,1,,Ready to use Software,Tier 2,Spain,30.57,443,1,0,1,2022-09-25,Junior,,
Closed,TKT-1139,Low,Chat,Feature request,Nicola Wane,2023-01-17 11:23:12,2023-01-18 11:23:12,2023-01-17 11:25:12,2023-01-17 23:26:57,2023-01-17 11:27:11,6,1,Custom software development,Tier 1,Italy,12.06,4,0,0,1,2021-03-12,Mid-Level,,
Resolved,TKT-1140,Low,Chat,Purchasing and invoicing,Connor Danielovitch,2023-01-17 14:03:25,2023-01-18 14:03:25,2023-01-17 14:05:25,2023-01-23 08:16:17,2023-01-17 14:03:47,6,,Training and Consulting Services,Tier 1,Greece,138.21,0,0,1,0,2018-02-15,Senior,,
Resolved,TKT-1141,Low,Chat,Other,Nicola Wane,2023-01-17 00:04:06,2023-01-18 00:04:06,2023-01-17 00:06:06,2023-01-18 05:24:11,2023-01-17 00:04:29,3,,Ready to use Software,Tier 1,Germany,29.33,0,0,1,0,2021-03-12,Mid-Level,,
Closed,TKT-1142,Low,Email,Pricing and licensing,Nicola Wane,2023-01-17 16:42:23,2023-01-19 16:42:23,2023-01-17 17:42:23,2023-01-18 19:31:50,2023-01-17 17:00:19,5,1,Ready to use Software,Tier 1,Greece,26.82,18,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-1143,Low,Email,Other,Adolpho Messingham,2023-01-17 23:31:47,2023-01-19 23:31:47,2023-01-18 00:31:47,2023-01-18 01:20:43,2023-01-18 00:19:55,2,,Training and Consulting Services,Tier 2,Republic of Ireland,1.82,48,0,0,0,2020-05-15,Mid-Level,,
Closed,TKT-1144,Low,Email,Pricing and licensing,Nicola Wane,2023-01-17 23:24:52,2023-01-19 23:24:52,2023-01-18 00:24:52,2023-01-18 18:49:55,2023-01-18 00:24:45,9,4,Ready to use Software,Tier 1,Republic of Ireland,19.42,60,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-1145,Medium,Email,Product setup,Nicola Wane,2023-01-17 15:52:09,2023-01-19 15:52:09,2023-01-17 16:52:09,2023-01-18 11:55:59,2023-01-17 16:29:17,1,,Ready to use Software,Tier 1,France,20.06,37,1,0,0,2021-03-12,Mid-Level,,
Closed,TKT-1146,Low,Email,Pricing and licensing,Adolpho Messingham,2023-01-18 02:02:20,2023-01-20 02:02:20,2023-01-18 03:02:20,2023-01-19 07:13:39,2023-01-18 02:41:38,8,3,Ready to use Software,Tier 2,Italy,29.19,39,0,0,0,2020-05-15,Mid-Level,,
Closed,TKT-1147,Low,Email,Product setup,Sheela Cutten,2023-01-18 10:59:28,2023-01-20 10:59:28,2023-01-18 11:59:28,2023-01-19 23:48:34,2023-01-18 17:43:11,1,3,Custom software development,Tier 1,Germany,36.82,404,1,0,1,2019-07-10,Senior,,
Closed,TKT-1148,Low,Email,Pricing and licensing,Sheela Cutten,2023-01-18 08:59:26,2023-01-20 08:59:26,2023-01-18 09:59:26,2023-01-19 04:42:50,2023-01-18 09:18:43,4,3,Ready to use Software,Tier 1,Italy,19.72,19,0,0,0,2019-07-10,Senior,,
In Progress,TKT-1149,Low,Phone,Feature request,Sheela Cutten,2023-01-18 02:50:49,2023-01-20 02:50:49,2023-01-18 02:52:49,,2023-01-18 02:52:09,1,,Custom software development,Tier 1,Italy,,1,1,,0,2019-07-10,Senior,,
Closed,TKT-1150,Low,Email,Purchasing and invoicing,Kristos Westoll,2023-01-18 03:19:26,2023-01-20 03:19:26,2023-01-18 04:19:26,2023-01-19 20:11:35,2023-01-18 03:37:53,3,1,Other,Tier 1,Slovenia,40.87,18,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-1151,High,Chat,Product setup,Nicola Wane,2023-01-18 06:48:43,2023-01-19 06:48:43,2023-01-18 06:50:43,2023-01-18 08:03:41,2023-01-18 06:50:22,7,2,Ready to use Software,Tier 1,United Kingdom,1.25,2,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-1152,Medium,Phone,Pricing and licensing,Adolpho Messingham,2023-01-18 01:34:28,2023-01-20 01:34:28,2023-01-18 01:36:28,2023-01-18 13:22:05,2023-01-18 02:56:45,4,3,Ready to use Software,Tier 2,Bulgaria,11.79,82,0,0,1,2020-05-15,Mid-Level,,
Closed,TKT-1153,Medium,Chat,Purchasing and invoicing,Michele Whyatt,2023-01-18 02:18:40,2023-01-19 02:18:40,2023-01-18 02:20:40,2023-01-19 00:48:35,2023-01-18 02:20:38,6,4,Ready to use Software,Tier 2,Germany,22.5,2,0,0,0,2022-04-10,Junior,,
Resolved,TKT-1154,Low,Email,Pricing and licensing,Kristos Westoll,2023-01-18 07:25:42,2023-01-20 07:25:42,2023-01-18 08:25:42,2023-01-19 15:14:33,2023-01-18 08:25:00,2,,Other,Tier 1,Italy,31.81,59,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-1155,Medium,Chat,Feature request,Michele Whyatt,2023-01-18 15:27:11,2023-01-19 15:27:11,2023-01-18 15:29:11,2023-01-19 10:11:09,2023-01-18 15:27:12,6,3,Custom software development,Tier 2,United Kingdom,18.73,0,0,0,0,2022-04-10,Junior,,
Resolved,TKT-1156,Medium,Email,Other,Heather Urry,2023-01-18 04:20:21,2023-01-20 04:20:21,2023-01-18 05:20:21,2023-01-18 08:09:37,2023-01-18 05:08:18,1,,Training and Consulting Services,Tier 2,France,3.82,48,1,0,0,2022-09-25,Junior,,
Resolved,TKT-1157,Medium,Chat,Product setup,Bernard Beckley,2023-01-18 22:25:35,2023-01-19 22:25:35,2023-01-18 22:27:35,2023-01-19 03:42:59,2023-01-18 22:26:20,5,,Ready to use Software,Tier 1,Greece,5.29,1,0,0,0,2019-11-20,Senior,,
Closed,TKT-1158,Medium,Chat,Product setup,Kristos Westoll,2023-01-18 18:08:37,2023-01-19 18:08:37,2023-01-18 18:10:37,2023-01-18 21:55:19,2023-01-18 18:09:33,3,3,Custom software development,Tier 1,Republic of Ireland,3.78,1,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-1159,Low,Chat,Product setup,Heather Urry,2023-01-19 19:54:37,2023-01-20 19:54:37,2023-01-19 19:56:37,2023-01-20 08:53:35,2023-01-19 19:57:48,6,5,Training and Consulting Services,Tier 2,United Kingdom,12.98,3,0,0,1,2022-09-25,Junior,,
Resolved,TKT-1160,Low,Chat,Pricing and licensing,Michele Whyatt,2023-01-19 09:56:57,2023-01-20 09:56:57,2023-01-19 09:58:57,2023-01-19 21:24:39,2023-01-19 09:58:32,60,,Ready to use Software,Tier 2,Italy,11.46,2,0,0,0,2022-04-10,Junior,,
In Progress,TKT-1161,Low,Email,Purchasing and invoicing,Michele Whyatt,2023-01-19 11:56:06,2023-01-21 11:56:06,2023-01-19 12:56:06,,2023-01-19 12:55:03,2,,Other,Tier 2,Slovenia,,59,0,,0,2022-04-10,Junior,,
Closed,TKT-1162,Medium,Email,Product setup,Bernard Beckley,2023-01-19 01:28:08,2023-01-21 01:28:08,2023-01-19 02:28:08,2023-01-20 16:50:03,2023-01-19 01:41:57,8,5,Training and Consulting Services,Tier 1,France,39.37,14,0,0,0,2019-11-20,Senior,,
Closed,TKT-1163,Low,Email,Product setup,Kristos Westoll,2023-01-19 02:31:19,2023-01-21 02:31:19,2023-01-19 03:31:19,2023-01-19 23:08:30,2023-01-19 02:37:16,4,1,Ready to use Software,Tier 1,Germany,20.62,6,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-1164,Low,Chat,Product setup,Sheela Cutten,2023-01-19 08:14:44,2023-01-20 08:14:44,2023-01-19 08:16:44,2023-01-19 15:09:19,2023-01-19 10:00:37,5,5,Training and Consulting Services,Tier 1,Italy,6.91,106,0,0,1,2019-07-10,Senior,,
Resolved,TKT-1165,High,Chat,Product setup,Connor Danielovitch,2023-01-19 02:00:02,2023-01-20 02:00:02,2023-01-19 02:02:02,2023-01-21 04:02:44,2023-01-19 02:01:24,4,,Ready to use Software,Tier 1,United Kingdom,50.04,1,0,1,0,2018-02-15,Senior,,
Closed,TKT-1166,Low,Email,Pricing and licensing,Bernard Beckley,2023-01-19 16:07:40,2023-01-21 16:07:40,2023-01-19 17:07:40,2023-01-20 08:34:34,2023-01-19 16:27:09,10,4,Ready to use Software,Tier 1,Poland,16.45,19,0,0,0,2019-11-20,Senior,,
Closed,TKT-1167,Low,Chat,Pricing and licensing,Kristos Westoll,2023-01-19 04:01:55,2023-01-20 04:01:55,2023-01-19 04:03:55,2023-01-19 04:21:53,2023-01-19 04:02:30,3,3,Ready to use Software,Tier 1,Italy,0.33,1,0,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-1168,High,Email,Other,Michele Whyatt,2023-01-19 18:33:13,2023-01-21 18:33:13,2023-01-19 19:33:13,2023-01-20 14:33:26,2023-01-19 18:59:45,5,,Other,Tier 2,Czech Republic,20,27,0,0,0,2022-04-10,Junior,,
Closed,TKT-1169,Medium,Chat,Product setup,Nicola Wane,2023-01-19 17:03:57,2023-01-20 17:03:57,2023-01-19 17:05:57,2023-01-19 21:18:49,2023-01-19 17:05:39,6,4,Custom software development,Tier 1,Poland,4.25,2,0,0,0,2021-03-12,Mid-Level,,
In Progress,TKT-1170,Medium,Chat,Product setup,Bernard Beckley,2023-01-19 02:59:41,2023-01-20 02:59:41,2023-01-19 03:01:41,,2023-01-19 03:01:25,60,,Ready to use Software,Tier 1,Austria,,2,0,,0,2019-11-20,Senior,,
In Progress,TKT-1171,High,Email,Feature request,Michele Whyatt,2023-01-20 08:12:18,2023-01-22 08:12:18,2023-01-20 09:12:18,,2023-01-20 11:23:10,2,,Other,Tier 2,Germany,,191,0,,1,2022-04-10,Junior,,
In Progress,TKT-1172,Low,Email,Purchasing and invoicing,Kristos Westoll,2023-01-20 16:02:00,2023-01-22 16:02:00,2023-01-20 17:02:00,,2023-01-20 16:31:25,6,,Ready to use Software,Tier 1,Germany,,29,0,,0,2021-10-18,Mid-Level,,
In Progress,TKT-1173,Low,Email,Product setup,Nicola Wane,2023-01-20 18:26:33,2023-01-22 18:26:33,2023-01-20 19:26:33,,2023-01-20 18:51:24,3,,Ready to use Software,Tier 1,United Kingdom,,25,0,,0,2021-03-12,Mid-Level,,
Closed,TKT-1174,Low,Email,Product setup,Bernard Beckley,2023-01-20 16:12:23,2023-01-22 16:12:23,2023-01-20 17:12:23,2023-01-21 20:59:35,2023-01-20 16:41:52,2,3,Ready to use Software,Tier 1,Republic of Ireland,28.79,29,0,0,0,2019-11-20,Senior,,
Closed,TKT-1175,Medium,Email,Pricing and licensing,Sheela Cutten,2023-01-20 18:26:56,2023-01-22 18:26:56,2023-01-20 19:26:56,2023-01-23 09:12:25,2023-01-20 18:47:31,4,5,Other,Tier 1,Greece,62.76,21,0,1,0,2019-07-10,Senior,,
In Progress,TKT-1176,High,Chat,Bug report,Michele Whyatt,2023-01-20 12:41:24,2023-01-21 12:41:24,2023-01-20 12:43:24,,2023-01-20 12:42:08,6,,Ready to use Software,Tier 2,Germany,,1,0,,0,2022-04-10,Junior,,
In Progress,TKT-1177,Low,Email,Pricing and licensing,Kristos Westoll,2023-01-20 07:41:43,2023-01-22 07:41:43,2023-01-20 08:41:43,,2023-01-20 08:16:18,10,,Ready to use Software,Tier 1,Republic of Ireland,,35,0,,0,2021-10-18,Mid-Level,,
Resolved,TKT-1178,High,Email,Other,Nicola Wane,2023-01-20 09:35:25,2023-01-22 09:35:25,2023-01-20 10:35:25,2023-01-21 08:18:23,2023-01-20 09:50:00,1,,Ready to use Software,Tier 1,Bulgaria,22.72,15,1,0,0,2021-03-12,Mid-Level,,
Closed,TKT-1179,Low,Email,Product setup,Adolpho Messingham,2023-01-20 15:19:25,2023-01-22 15:19:25,2023-01-20 16:19:25,2023-01-21 11:31:26,2023-01-20 15:54:48,1,5,Custom software development,Tier 2,Slovenia,20.2,35,1,0,0,2020-05-15,Mid-Level,,
Resolved,TKT-1180,Low,Chat,Purchasing and invoicing,Nicola Wane,2023-01-20 08:49:49,2023-01-21 08:49:49,2023-01-20 08:51:49,2023-01-21 08:32:34,2023-01-20 08:51:34,2,,Training and Consulting Services,Tier 1,United Kingdom,23.71,2,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-1181,Low,Email,Training request,Bernard Beckley,2023-01-20 11:54:54,2023-01-22 11:54:54,2023-01-20 12:54:54,2023-01-22 06:37:40,2023-01-20 12:07:47,9,2,Training and Consulting Services,Tier 1,Bulgaria,42.71,13,0,0,0,2019-11-20,Senior,,
Closed,TKT-1182,High,Chat,Feature request,Kristos Westoll,2023-01-21 08:18:41,2023-01-22 08:18:41,2023-01-21 08:20:41,2023-01-21 20:06:34,2023-01-21 08:20:16,6,4,Ready to use Software,Tier 1,Spain,11.8,2,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-1183,Low,Email,Purchasing and invoicing,Nicola Wane,2023-01-21 07:43:47,2023-01-23 07:43:47,2023-01-21 08:43:47,2023-01-21 18:04:08,2023-01-21 07:49:29,4,5,Other,Tier 1,United Kingdom,10.34,6,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-1184,High,Chat,Pricing and licensing,Connor Danielovitch,2023-01-21 17:21:38,2023-01-22 17:21:38,2023-01-21 17:23:38,2023-01-25 20:28:05,2023-01-21 17:22:51,2,,Ready to use Software,Tier 1,Austria,99.11,1,0,1,0,2018-02-15,Senior,,
Resolved,TKT-1185,Low,Chat,Feature request,Sheela Cutten,2023-01-21 11:45:13,2023-01-22 11:45:13,2023-01-21 11:47:13,2023-01-21 15:21:29,2023-01-21 11:49:43,6,,Custom software development,Tier 1,Bulgaria,3.6,4,0,0,1,2019-07-10,Senior,,
Closed,TKT-1186,Medium,Email,Product setup,Connor Danielovitch,2023-01-21 07:09:47,2023-01-23 07:09:47,2023-01-21 08:09:47,2023-01-22 12:53:46,2023-01-21 07:45:59,1,3,Training and Consulting Services,Tier 1,Greece,29.73,36,1,0,0,2018-02-15,Senior,,
In Progress,TKT-1198,Medium,Email,Other,Sheela Cutten,2023-01-22 08:50:11,2023-01-24 08:50:11,2023-01-22 09:50:11,,2023-01-22 09:34:55,7,,Ready to use Software,Tier 1,Republic of Ireland,,45,0,,0,2019-07-10,Senior,,
Resolved,TKT-1199,Low,Chat,Bug report,Nicola Wane,2023-01-22 01:57:26,2023-01-23 01:57:26,2023-01-22 01:59:26,2023-01-22 04:33:20,2023-01-22 01:57:51,3,,Training and Consulting Services,Tier 1,Czech Republic,2.6,0,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-1200,Medium,Email,Feature request,Kristos Westoll,2023-01-22 06:50:05,2023-01-24 06:50:05,2023-01-22 07:50:05,2023-01-22 17:52:38,2023-01-22 07:08:43,1,1,Custom software development,Tier 1,Greece,11.04,19,1,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-1201,High,Email,Training request,Kristos Westoll,2023-01-22 23:42:43,2023-01-24 23:42:43,2023-01-23 00:42:43,2023-01-23 22:24:56,2023-01-23 00:06:48,3,,Training and Consulting Services,Tier 1,Poland,22.7,24,0,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-1202,Low,Email,Feature request,Kristos Westoll,2023-01-22 13:18:02,2023-01-24 13:18:02,2023-01-22 14:18:02,2023-01-24 12:21:26,2023-01-22 13:34:22,1,,Other,Tier 1,United Kingdom,47.06,16,1,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-1203,Medium,Email,Bug report,Bernard Beckley,2023-01-22 14:32:27,2023-01-24 14:32:27,2023-01-22 15:32:27,2023-01-24 03:16:59,2023-01-22 15:02:56,5,,Custom software development,Tier 1,Poland,36.74,30,0,0,0,2019-11-20,Senior,,
In Progress,TKT-1204,Low,Email,Purchasing and invoicing,Bernard Beckley,2023-01-23 02:36:31,2023-01-25 02:36:31,2023-01-23 03:36:31,,2023-01-23 03:15:10,9,,Other,Tier 1,Italy,,39,0,,0,2019-11-20,Senior,,
Resolved,TKT-1205,Low,Chat,Product setup,Heather Urry,2023-01-23 04:12:42,2023-01-24 04:12:42,2023-01-23 04:14:42,2023-01-23 17:43:56,2023-01-23 04:14:34,6,,Custom software development,Tier 2,Spain,13.52,2,0,0,0,2022-09-25,Junior,,
Closed,TKT-1206,Low,Chat,Product setup,Kristos Westoll,2023-01-23 02:29:57,2023-01-24 02:29:57,2023-01-23 02:31:57,2023-01-23 12:11:13,2023-01-23 02:30:57,6,3,Custom software development,Tier 1,Germany,9.69,1,0,0,0,2021-10-18,Mid-Level,,
In Progress,TKT-1207,Low,Email,Feature request,Kristos Westoll,2023-01-23 20:37:56,2023-01-25 20:37:56,2023-01-23 21:37:56,,2023-01-23 21:15:22,5,,Ready to use Software,Tier 1,Greece,,37,0,,0,2021-10-18,Mid-Level,,
Resolved,TKT-1208,Low,Email,Product setup,Sheela Cutten,2023-01-23 16:44:16,2023-01-25 16:44:16,2023-01-23 17:44:16,2023-01-23 20:47:18,2023-01-23 20:36:59,2,,Ready to use Software,Tier 1,Germany,4.05,233,0,0,1,2019-07-10,Senior,,
Closed,TKT-1209,Medium,Chat,Feature request,Sheela Cutten,2023-01-23 13:00:51,2023-01-24 13:00:51,2023-01-23 13:02:51,2023-01-23 18:35:27,2023-01-23 13:01:49,6,5,Ready to use Software,Tier 1,United Kingdom,5.58,1,0,0,0,2019-07-10,Senior,,
In Progress,TKT-1210,Low,Email,Other,Michele Whyatt,2023-01-23 06:36:19,2023-01-25 06:36:19,2023-01-23 07:36:19,,2023-01-23 06:45:00,10,,Custom software development,Tier 2,Germany,,9,0,,0,2022-04-10,Junior,,
Closed,TKT-1211,Low,Email,Purchasing and invoicing,Bernard Beckley,2023-01-24 15:26:28,2023-01-26 15:26:28,2023-01-24 16:26:28,2023-01-25 12:08:26,2023-01-24 16:20:28,7,4,Training and Consulting Services,Tier 1,United Kingdom,20.7,54,0,0,0,2019-11-20,Senior,,
Closed,TKT-1213,High,Email,Other,Sheela Cutten,2023-01-24 11:08:04,2023-01-26 11:08:04,2023-01-24 12:08:04,2023-01-25 17:16:23,2023-01-24 12:02:52,3,5,Other,Tier 1,Poland,30.14,55,0,0,0,2019-07-10,Senior,,
Closed,TKT-1214,Low,Chat,Other,Sheela Cutten,2023-01-24 07:06:15,2023-01-25 07:06:15,2023-01-24 07:08:15,2023-01-24 14:26:32,2023-01-24 07:07:53,60,5,Ready to use Software,Tier 1,United Kingdom,7.34,2,0,0,0,2019-07-10,Senior,,
Resolved,TKT-1216,Medium,Email,Product setup,Nicola Wane,2023-01-24 21:48:35,2023-01-26 21:48:35,2023-01-24 22:48:35,2023-01-30 05:47:44,2023-01-24 22:20:36,1,,Ready to use Software,Tier 1,Austria,127.99,32,1,1,0,2021-03-12,Mid-Level,,
In Progress,TKT-1217,High,Email,Other,Heather Urry,2023-01-24 16:15:21,2023-01-26 16:15:21,2023-01-24 17:15:21,,2023-01-24 16:41:24,10,,Other,Tier 2,Republic of Ireland,,26,0,,0,2022-09-25,Junior,,
Resolved,TKT-1218,Low,Chat,Purchasing and invoicing,Kristos Westoll,2023-01-24 12:06:06,2023-01-25 12:06:06,2023-01-24 12:08:06,2023-01-24 13:21:30,2023-01-24 12:06:38,6,,Ready to use Software,Tier 1,Czech Republic,1.26,1,0,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-1219,Low,Email,Purchasing and invoicing,Connor Danielovitch,2023-01-24 17:44:33,2023-01-26 17:44:33,2023-01-24 18:44:33,2023-01-26 06:26:43,2023-01-24 18:24:02,8,,Ready to use Software,Tier 1,Germany,36.7,39,0,0,0,2018-02-15,Senior,,
Closed,TKT-1220,Low,Chat,Feature request,Heather Urry,2023-01-25 15:47:08,2023-01-26 15:47:08,2023-01-25 15:49:08,2023-01-26 00:23:13,2023-01-25 15:50:33,4,3,Ready to use Software,Tier 2,Slovenia,8.6,3,0,0,1,2022-09-25,Junior,,
Resolved,TKT-1221,Medium,Email,Bug report,Heather Urry,2023-01-25 15:29:35,2023-01-27 15:29:35,2023-01-25 16:29:35,2023-01-25 16:52:46,2023-01-25 23:19:35,1,,Custom software development,Tier 2,Greece,1.39,470,1,0,1,2022-09-25,Junior,,
Closed,TKT-1222,Medium,Email,Product setup,Nicola Wane,2023-01-25 09:37:54,2023-01-27 09:37:54,2023-01-25 10:37:54,2023-01-27 00:23:31,2023-01-25 09:50:47,1,3,Training and Consulting Services,Tier 1,Czech Republic,38.76,13,1,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-1223,Medium,Email,Feature request,Kristos Westoll,2023-01-25 22:34:37,2023-01-27 22:34:37,2023-01-25 23:34:37,2023-01-26 08:09:09,2023-01-25 22:43:08,1,,Other,Tier 1,United Kingdom,9.58,9,1,0,0,2021-10-18,Mid-Level,,
Closed,TKT-1224,Medium,Email,Pricing and licensing,Bernard Beckley,2023-01-25 08:08:00,2023-01-27 08:08:00,2023-01-25 09:08:00,2023-01-25 15:08:33,2023-01-25 08:57:55,1,4,Ready to use Software,Tier 1,Republic of Ireland,7.01,50,1,0,0,2019-11-20,Senior,,
Resolved,TKT-1225,High,Email,Pricing and licensing,Connor Danielovitch,2023-01-25 06:10:06,2023-01-27 06:10:06,2023-01-25 07:10:06,2023-01-26 11:27:23,2023-01-25 06:44:03,5,,Ready to use Software,Tier 1,Italy,29.29,34,0,0,0,2018-02-15,Senior,,
In Progress,TKT-1226,Low,Phone,Feature request,Sheela Cutten,2023-01-25 11:33:23,2023-01-27 11:33:23,2023-01-25 11:35:23,,2023-01-25 11:36:04,1,,Ready to use Software,Tier 1,Greece,,3,1,,1,2019-07-10,Senior,,
Resolved,TKT-1227,Low,Chat,Product setup,Sheela Cutten,2023-01-26 08:15:02,2023-01-27 08:15:02,2023-01-26 08:17:02,2023-01-26 22:11:02,2023-01-26 08:17:00,7,,Custom software development,Tier 1,Poland,13.93,2,0,0,0,2019-07-10,Senior,,
Closed,TKT-1228,Medium,Email,Product setup,Kristos Westoll,2023-01-26 22:03:36,2023-01-28 22:03:36,2023-01-26 23:03:36,2023-01-27 07:01:51,2023-01-26 22:43:44,1,5,Training and Consulting Services,Tier 1,Republic of Ireland,8.97,40,1,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-1229,Low,Email,Pricing and licensing,Bernard Beckley,2023-01-26 20:20:10,2023-01-28 20:20:10,2023-01-26 21:20:10,2023-01-27 08:25:16,2023-01-26 21:19:18,1,,Ready to use Software,Tier 1,Bulgaria,12.09,59,1,0,0,2019-11-20,Senior,,
Resolved,TKT-1230,Medium,Email,Purchasing and invoicing,Sheela Cutten,2023-01-26 14:36:49,2023-01-28 14:36:49,2023-01-26 15:36:49,2023-01-28 12:46:00,2023-01-26 15:25:19,10,,Training and Consulting Services,Tier 1,France,46.15,48,0,0,0,2019-07-10,Senior,,
Closed,TKT-1231,Low,Email,Feature request,Heather Urry,2023-01-26 22:13:13,2023-01-28 22:13:13,2023-01-26 23:13:13,2023-01-28 07:28:47,2023-01-26 22:19:21,6,1,Ready to use Software,Tier 2,Italy,33.26,6,0,0,0,2022-09-25,Junior,,
Resolved,TKT-1232,Low,Chat,Product setup,Nicola Wane,2023-01-26 16:23:13,2023-01-27 16:23:13,2023-01-26 16:25:13,2023-01-26 23:11:54,2023-01-26 16:24:37,2,,Ready to use Software,Tier 1,Italy,6.81,1,0,0,0,2021-03-12,Mid-Level,,
In Progress,TKT-1233,High,Email,Purchasing and invoicing,Adolpho Messingham,2023-01-26 03:27:40,2023-01-28 03:27:40,2023-01-26 04:27:40,,2023-01-26 03:43:57,1,,Ready to use Software,Tier 2,Italy,,16,1,,0,2020-05-15,Mid-Level,,
Closed,TKT-1234,High,Email,Product setup,Connor Danielovitch,2023-01-26 23:23:34,2023-01-28 23:23:34,2023-01-27 00:23:34,2023-01-27 08:30:36,2023-01-26 23:47:56,8,3,Custom software development,Tier 1,Germany,9.12,24,0,0,0,2018-02-15,Senior,,
In Progress,TKT-1235,Medium,Phone,Bug report,Nicola Wane,2023-01-27 16:27:39,2023-01-29 16:27:39,2023-01-27 16:29:39,,2023-01-27 16:28:57,2,,Custom software development,Tier 1,Republic of Ireland,,1,0,,0,2021-03-12,Mid-Level,,
Resolved,TKT-1236,Medium,Phone,Pricing and licensing,Nicola Wane,2023-01-27 02:57:53,2023-01-29 02:57:53,2023-01-27 02:59:53,2023-01-28 18:10:24,2023-01-27 16:31:18,4,,Ready to use Software,Tier 1,France,39.21,813,0,0,1,2021-03-12,Mid-Level,,
Closed,TKT-1237,Low,Email,Purchasing and invoicing,Nicola Wane,2023-01-27 22:18:17,2023-01-29 22:18:17,2023-01-27 23:18:17,2023-01-28 23:14:19,2023-01-27 22:32:55,1,4,Other,Tier 1,United Kingdom,24.93,15,1,0,0,2021-03-12,Mid-Level,,
Closed,TKT-1238,Low,Chat,Feature request,Nicola Wane,2023-01-27 15:35:12,2023-01-28 15:35:12,2023-01-27 15:37:12,2023-01-27 23:35:09,2023-01-27 15:36:34,7,4,Ready to use Software,Tier 1,Greece,8,1,0,0,0,2021-03-12,Mid-Level,,
